source_dataset,fusion_type,age,monthly_income,debt_ratio,credit_amount,loan_duration_months,late_payment_count,credit_lines,dependents,sex,housing,job,saving_accounts,checking_account,purpose,protected_group,age_group,income_group,risk_bucket,repaid,surname,postcode,state,geography,census_tract,surname_prob_group_a,surname_prob_group_b,tract_prob_group_a,tract_prob_group_b,bisg_prob_group_a,bisg_prob_group_b
give_me_some_credit,gmsc_observed_behavior_enriched_context,46,12000.0,0.090409133,13545.263605904125,42.0,3.0,4.0,4.0,male,own,2,unknown,unknown,radio/TV,male,35 and over,Higher income,good_watch,1,Peterson,63022,CT,New Sandystad,CT-614946,0.3495382103118449,0.650461789688155,0.5507963939823872,0.4492036060176128,0.37561331624267963,0.6243866837573204
give_me_some_credit,gmsc_observed_behavior_enriched_context,53,9000.0,0.343406288,2905.2440763536097,18.0,0.0,14.0,4.0,male,own,3,little,unknown,furniture/equipment,male,35 and over,Higher income,observed_good,1,Lynch,17423,AL,East Curtis,AL-847632,0.3716871586953726,0.6283128413046274,0.4423259600687469,0.5576740399312531,0.2999067001475228,0.7000932998524773
give_me_some_credit,gmsc_observed_behavior_enriched_context,42,3100.0,0.481780071,4839.774217950868,17.0,0.0,11.0,2.0,male,own,0,little,moderate,business,male,35 and over,Lower income,observed_good,1,Andrews,29991,IL,North Monica,IL-950503,0.549774643292942,0.450225356707058,0.719581224429775,0.280418775570225,0.740989248348038,0.2590107516519619
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,29447.0,0.517522412,1297.371506507985,10.0,0.0,14.0,0.0,male,own,2,little,rich,domestic appliances,male,35 and over,Higher income,observed_good,1,Tyler,24343,NJ,Yolandabury,NJ-146574,0.4220757580704233,0.5779242419295767,0.5125129738081274,0.48748702619187256,0.4121160494253085,0.5878839505746916
give_me_some_credit,gmsc_observed_behavior_enriched_context,31,2000.0,0.192903548,1283.38455531153,19.0,6.0,2.0,1.0,female,own,2,moderate,unknown,education,female,Under 35,Lower income,observed_bad,0,Norris,97632,CA,West Elizabethfurt,CA-361494,0.47366862939056564,0.5263313706094344,0.39494747727229135,0.6050525227277086,0.3490961716797327,0.6509038283202673
give_me_some_credit,gmsc_observed_behavior_enriched_context,48,6000.0,0.241959673,2292.043669490453,15.0,0.0,6.0,0.0,male,own,2,little,little,car,male,35 and over,Higher income,observed_good,1,Rodriguez,92007,DC,Joseborough,DC-529883,0.5595995113266939,0.44040048867330606,0.6744214368059795,0.32557856319402045,0.7061502174255354,0.29384978257446476
give_me_some_credit,gmsc_observed_behavior_enriched_context,82,5680.0,0.240978701,1570.0597670807078,12.0,0.0,8.0,0.0,male,own,2,rich,moderate,car,male,35 and over,Higher income,observed_good,1,Patel,89748,OR,Lake Wesley,OR-188429,0.49102424893422897,0.5089757510657711,0.6278564589123871,0.37214354108761294,0.5977493477335417,0.40225065226645823
give_me_some_credit,gmsc_observed_behavior_enriched_context,66,3000.0,0.756747751,6241.861865749714,33.0,0.0,8.0,0.0,male,own,2,unknown,unknown,radio/TV,male,35 and over,Lower income,good_watch,1,Spencer,25547,IN,South Victorville,IN-897700,0.7214754293948813,0.2785245706051187,0.4999638304162115,0.5000361695837885,0.7027898406309209,0.297210159369079
give_me_some_credit,gmsc_observed_behavior_enriched_context,64,5400.0,5.0,7931.819542266392,57.0,0.0,6.0,1.0,male,own,1,unknown,unknown,car,male,35 and over,Higher income,good_watch,1,Castillo,02337,NC,Mitchellstad,NC-200952,0.5990467204934292,0.4009532795065708,0.4210572941764804,0.5789427058235196,0.49800779022711283,0.5019922097728872
give_me_some_credit,gmsc_observed_behavior_enriched_context,51,10403.0,0.378316032,1689.5972398684426,21.0,0.0,15.0,1.0,male,own,2,little,unknown,furniture/equipment,male,35 and over,Higher income,observed_good,1,Ray,01245,TX,New Michelechester,TX-698691,0.6611590878794177,0.3388409121205823,0.40485064858002234,0.5951493514199777,0.5478879289652554,0.45211207103474466
give_me_some_credit,gmsc_observed_behavior_enriched_context,81,5400.0,5.0,14329.473897420461,25.0,0.0,3.0,0.0,male,free,2,unknown,unknown,car,male,35 and over,Higher income,good_watch,1,Schmidt,63684,NV,Mcgeechester,NV-926765,0.6320581758271623,0.3679418241728377,0.6930083021403336,0.3069916978596664,0.7797566678599424,0.22024333214005776
give_me_some_credit,gmsc_observed_behavior_enriched_context,31,4000.0,0.460384904,1140.7331389882909,9.0,0.0,11.0,0.0,male,own,2,unknown,rich,radio/TV,male,Under 35,Lower income,observed_good,1,Young,01088,AL,Barnettfort,AL-716692,0.5249926438050133,0.4750073561949867,0.5902715651145496,0.4097284348854504,0.5924524793630274,0.4075475206369726
give_me_some_credit,gmsc_observed_behavior_enriched_context,52,5720.0,0.396259395,7394.517366986685,46.0,1.0,6.0,0.0,male,free,3,little,moderate,car,male,35 and over,Higher income,good_watch,1,Velazquez,73843,AL,Port Nicolemouth,AL-786885,0.5205552748660652,0.47944472513393477,0.5608092865207259,0.4391907134792741,0.5586501747643325,0.4413498252356675
give_me_some_credit,gmsc_observed_behavior_enriched_context,65,6027.0,0.632216324,6736.144877914514,24.0,0.0,9.0,0.0,female,free,3,little,little,car,female,35 and over,Higher income,good_watch,1,Fletcher,55730,UT,Michelleberg,UT-336985,0.43023799631712295,0.569762003682877,0.5190675913643493,0.4809324086356507,0.42663301275241683,0.5733669872475833
give_me_some_credit,gmsc_observed_behavior_enriched_context,54,9231.0,0.342396014,3785.8768681187144,22.0,1.0,21.0,0.0,female,own,2,unknown,moderate,radio/TV,female,35 and over,Higher income,good_watch,1,Martin,09681,MA,Melissaton,MA-844721,0.5281102252500244,0.4718897747499756,0.22616147146344096,0.773838528536559,0.2299518014347061,0.7700481985652939
give_me_some_credit,gmsc_observed_behavior_enriched_context,43,11666.0,0.244107311,1270.4822788364904,23.0,0.0,9.0,2.0,female,own,1,rich,unknown,radio/TV,female,35 and over,Higher income,observed_good,1,Padilla,73580,GU,Lyonshaven,GU-476716,0.39496348226281364,0.6050365177371864,0.42105688873319613,0.5789431112668039,0.30238618190596156,0.6976138180940383
give_me_some_credit,gmsc_observed_behavior_enriched_context,46,4166.0,0.348212143,1838.4575269969162,16.0,0.0,8.0,0.0,male,own,2,unknown,moderate,radio/TV,male,35 and over,Lower income,observed_good,1,Fernandez,57613,DE,Rodriguezbury,DE-155189,0.7125032942034568,0.2874967057965432,0.5042437568469706,0.49575624315302935,0.6970986179486288,0.3029013820513713
give_me_some_credit,gmsc_observed_behavior_enriched_context,60,3583.0,0.127790179,790.3567174326002,9.0,0.0,6.0,2.0,male,free,2,quite rich,unknown,education,male,35 and over,Lower income,observed_good,1,Ortiz,79537,VI,West Sara,VI-429922,0.46541306963276075,0.5345869303672393,0.6577663515034995,0.3422336484965005,0.6043821820732699,0.39561781792673006
give_me_some_credit,gmsc_observed_behavior_enriched_context,48,41667.0,0.173706441,958.9355366317518,19.0,0.0,13.0,2.0,female,own,2,little,unknown,car,female,35 and over,Higher income,observed_good,1,Boyd,40281,NE,Elizabethshire,NE-414855,0.48144750722970286,0.5185524927702971,0.2837091173003764,0.7162908826996236,0.2513528813399776,0.7486471186600224
give_me_some_credit,gmsc_observed_behavior_enriched_context,38,4375.0,1.365630713,5973.651988358773,32.0,0.0,14.0,2.0,male,own,2,little,unknown,radio/TV,male,35 and over,Lower income,good_watch,1,Conway,66424,UT,Loriton,UT-569298,0.5170919187954052,0.48290808120459483,0.6664378922265561,0.33356210777344386,0.6613874375787943,0.33861256242120574
give_me_some_credit,gmsc_observed_behavior_enriched_context,28,15000.0,0.109526032,2219.9603186378013,18.0,0.0,7.0,0.0,female,own,2,little,unknown,radio/TV,female,Under 35,Higher income,observed_good,1,Jackson,39557,DC,West Kevinland,DC-338344,0.41492066856134735,0.5850793314386527,0.675330741094274,0.32466925890572595,0.573881754611838,0.426118245388162
give_me_some_credit,gmsc_observed_behavior_enriched_context,39,4100.0,0.556205803,1202.5053569808044,22.0,7.0,7.0,1.0,male,own,2,moderate,moderate,radio/TV,male,35 and over,Lower income,observed_bad,0,Phillips,52119,NJ,Cynthiatown,NJ-516004,0.7572346852463613,0.24276531475363872,0.3337090988433188,0.6662909011566812,0.5878519159859169,0.4121480840140832
give_me_some_credit,gmsc_observed_behavior_enriched_context,40,8000.0,0.233595801,1915.4771278850142,24.0,0.0,11.0,1.0,male,own,2,unknown,unknown,car,male,35 and over,Higher income,observed_good,1,Hill,89796,CA,Johnsontown,CA-485172,0.4960945658587537,0.5039054341412463,0.5419983976905576,0.4580016023094424,0.5154299362889027,0.48457006371109723
give_me_some_credit,gmsc_observed_behavior_enriched_context,30,3649.0,0.005205479,3755.543899196618,21.0,0.0,3.0,2.0,male,own,2,little,little,furniture/equipment,male,Under 35,Lower income,observed_good,1,Pace,60319,IN,Hardinghaven,IN-394208,0.5095278819007574,0.4904721180992426,0.5999209959279662,0.4000790040720338,0.5871565751330838,0.41284342486691605
give_me_some_credit,gmsc_observed_behavior_enriched_context,34,6650.0,1.576905728,5012.582628600817,69.0,6.0,7.0,0.0,male,own,2,moderate,moderate,radio/TV,male,Under 35,Higher income,observed_bad,0,Frank,37873,MS,Johnfurt,MS-726605,0.47358664015441104,0.5264133598455889,0.6447670225046689,0.3552329774953311,0.5985277206743514,0.4014722793256485
give_me_some_credit,gmsc_observed_behavior_enriched_context,30,3333.0,0.161967606,3196.807209496364,14.0,0.0,7.0,0.0,female,own,1,little,little,furniture/equipment,female,Under 35,Lower income,observed_good,1,Evans,61630,CO,Port Joshua,CO-374932,0.46410406156889233,0.5358959384311077,0.20025621398085175,0.7997437860191483,0.16526639492044384,0.8347336050795561
give_me_some_credit,gmsc_observed_behavior_enriched_context,37,3700.0,0.46960281,1997.117694167424,12.0,0.0,9.0,0.0,male,own,1,little,unknown,radio/TV,male,35 and over,Lower income,observed_good,1,Potter,94754,VA,Millerchester,VA-789202,0.5298693632657306,0.47013063673426936,0.5805140508894696,0.4194859491105304,0.5874599788359204,0.41254002116407956
give_me_some_credit,gmsc_observed_behavior_enriched_context,51,5400.0,5.0,12316.241468698518,42.0,0.0,8.0,0.0,female,own,1,little,little,car,female,35 and over,Higher income,good_watch,1,Santana,83090,AS,Amyfort,AS-325767,0.34807468692956955,0.6519253130704304,0.4337509012282887,0.5662490987717113,0.2718799032437851,0.7281200967562149
give_me_some_credit,gmsc_observed_behavior_enriched_context,55,5400.0,5.0,6491.760180964011,36.0,0.0,11.0,0.0,female,own,2,quite rich,unknown,furniture/equipment,female,35 and over,Higher income,good_watch,1,Santiago,99228,CT,West Lorraine,CT-878387,0.4175630135652344,0.5824369864347656,0.42600685989752085,0.5739931401024791,0.3269578941463589,0.6730421058536412
give_me_some_credit,gmsc_observed_behavior_enriched_context,52,3400.0,0.777712438,11094.885206484794,66.0,1.0,10.0,0.0,male,free,3,unknown,unknown,car,male,35 and over,Lower income,good_watch,1,Ramsey,46386,CT,Angelabury,CT-428542,0.6009686542783962,0.3990313457216038,0.7882864590123889,0.21171354098761108,0.8365940367729169,0.16340596322708315
give_me_some_credit,gmsc_observed_behavior_enriched_context,50,2052.0,0.291281052,6754.061668704954,40.0,3.0,3.0,1.0,male,rent,3,little,moderate,car,male,35 and over,Lower income,good_watch,1,Aguilar,22545,MD,Charlesfort,MD-136626,0.6426986849421954,0.3573013150578046,0.5141328197178443,0.4858671802821557,0.6347418327541449,0.36525816724585514
give_me_some_credit,gmsc_observed_behavior_enriched_context,47,16666.0,0.289854203,2772.5162961614096,11.0,0.0,15.0,2.0,female,rent,1,little,rich,radio/TV,female,35 and over,Higher income,observed_good,1,Kim,97907,MN,South Aimeetown,MN-234947,0.46240006129654804,0.537599938703452,0.5139826802697243,0.48601731973027573,0.45369112984344695,0.5463088701565529
give_me_some_credit,gmsc_observed_behavior_enriched_context,65,14000.0,0.279480037,1287.3973532795121,9.0,0.0,10.0,0.0,male,own,0,unknown,moderate,car,male,35 and over,Higher income,observed_good,1,Hoffman,81735,FM,Port Donna,FM-825630,0.545899479065321,0.454100520934679,0.5255602117479149,0.4744397882520851,0.5486994605336206,0.4513005394663794
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,5400.0,5.0,7458.383535089511,39.0,0.0,2.0,0.0,female,own,2,quite rich,unknown,furniture/equipment,female,35 and over,Higher income,good_watch,1,Mcdowell,13342,ME,Port Lisaview,ME-884892,0.42390049282347236,0.5760995071765276,0.48894730237577977,0.5110526976242202,0.39125769756779055,0.6087423024322094
give_me_some_credit,gmsc_observed_behavior_enriched_context,72,7279.0,0.285164835,951.0676074727384,10.0,0.0,16.0,0.0,male,own,2,quite rich,unknown,education,male,35 and over,Higher income,observed_good,1,Colon,35743,DC,North Williamfurt,DC-290781,0.48975582980421173,0.5102441701957883,0.6063164710378174,0.3936835289621826,0.5744042203634525,0.42559577963654743
give_me_some_credit,gmsc_observed_behavior_enriched_context,62,22233.0,0.381757668,4620.749193404288,23.0,0.0,29.0,2.0,male,own,3,unknown,moderate,business,male,35 and over,Higher income,observed_good,1,Wu,72290,MS,South Heatherfurt,MS-641906,0.4480426970117698,0.5519573029882302,0.6472007477407786,0.3527992522592214,0.5761885278207391,0.42381147217926074
give_me_some_credit,gmsc_observed_behavior_enriched_context,29,4100.0,0.385515728,2373.904640638066,23.0,0.0,3.0,2.0,male,own,2,rich,unknown,radio/TV,male,Under 35,Lower income,observed_good,1,Murphy,33218,WI,Lake Jessica,WI-616911,0.3843350545761049,0.6156649454238952,0.44676345997516,0.55323654002484,0.31518833441350297,0.6848116655864971
give_me_some_credit,gmsc_observed_behavior_enriched_context,57,6666.0,0.12479376,863.0065510120404,12.0,0.0,15.0,0.0,male,own,1,little,little,radio/TV,male,35 and over,Higher income,observed_good,1,Mckinney,97487,GU,Harveychester,GU-220407,0.4697553325893463,0.5302446674106537,0.5583151645551435,0.4416848354448565,0.5055426535481299,0.49445734645187
give_me_some_credit,gmsc_observed_behavior_enriched_context,48,7550.0,0.719904648,9320.054088300292,34.0,1.0,13.0,2.0,male,own,3,moderate,unknown,car,male,35 and over,Higher income,good_watch,1,Bailey,48569,WV,Maryfurt,WV-506795,0.6304052867340514,0.3695947132659486,0.5625554854138213,0.4374445145861787,0.6669598566223482,0.3330401433776518
give_me_some_credit,gmsc_observed_behavior_enriched_context,57,5100.0,0.374828465,5491.5247046829545,6.0,0.0,10.0,0.0,male,own,1,unknown,little,car,male,35 and over,Higher income,observed_good,1,Meyer,85215,VI,Smithmouth,VI-724472,0.4975583057302823,0.5024416942697176,0.3422351190022511,0.6577648809977489,0.3199187161686185,0.6800812838313816
give_me_some_credit,gmsc_observed_behavior_enriched_context,55,13000.0,0.172063687,4379.853493817039,12.0,0.0,9.0,2.0,male,own,1,little,little,car,male,35 and over,Higher income,observed_good,1,Dougherty,50416,DC,Salinasburgh,DC-970412,0.5053981316305959,0.4946018683694041,0.4255604864032623,0.5744395135967377,0.40868037786997,0.5913196221300301
give_me_some_credit,gmsc_observed_behavior_enriched_context,37,15500.0,0.0,4019.413005332116,17.0,0.0,1.0,2.0,male,own,2,little,unknown,furniture/equipment,male,35 and over,Higher income,observed_good,1,Harmon,48087,SD,West Antonioton,SD-862898,0.5034514800285353,0.49654851997146465,0.6469108241359379,0.3530891758640621,0.6290783569957765,0.3709216430042235
give_me_some_credit,gmsc_observed_behavior_enriched_context,47,5400.0,5.0,7918.931717138164,37.0,0.0,7.0,0.0,female,own,1,little,moderate,business,female,35 and over,Higher income,good_watch,1,Kirby,05919,TX,North Susanland,TX-188050,0.5844707665832735,0.41552923341672654,0.40460438976175805,0.595395610238242,0.4660046634051242,0.5339953365948757
give_me_some_credit,gmsc_observed_behavior_enriched_context,46,5400.0,5.0,15463.457323182605,54.0,0.0,13.0,1.0,male,free,3,unknown,moderate,car,male,35 and over,Higher income,good_watch,1,Williams,73376,FL,South Sheila,FL-313781,0.4471617429468663,0.5528382570531337,0.8534403157870207,0.14655968421297927,0.8113289867111808,0.1886710132888192
give_me_some_credit,gmsc_observed_behavior_enriched_context,62,16000.0,0.163177301,8347.309464243768,37.0,1.0,17.0,1.0,male,free,2,little,little,car,male,35 and over,Higher income,good_watch,1,Thomas,84128,CA,Lopezville,CA-493039,0.5677053338389993,0.43229466616100065,0.6555684362162871,0.34443156378371287,0.6953122146841064,0.3046877853158935
give_me_some_credit,gmsc_observed_behavior_enriched_context,64,7664.0,0.341422048,1070.6849040251243,6.0,0.0,11.0,0.0,female,own,2,little,little,car,female,35 and over,Higher income,observed_good,1,Alexander,50438,NC,New Carriefurt,NC-235540,0.4531533866429836,0.5468466133570165,0.5142217747125656,0.4857782252874344,0.4447109692288268,0.5552890307711732
give_me_some_credit,gmsc_observed_behavior_enriched_context,41,7200.0,0.587140675,3201.9538953911842,16.0,0.0,12.0,4.0,female,own,2,little,moderate,furniture/equipment,female,35 and over,Higher income,observed_good,1,Silva,75392,OK,Andradeton,OK-613618,0.4667926825094769,0.5332073174905231,0.6412476350426772,0.35875236495732277,0.5882484604404381,0.41175153955956195
give_me_some_credit,gmsc_observed_behavior_enriched_context,36,5230.0,0.520741732,5672.387498126391,22.0,4.0,4.0,0.0,male,free,2,little,little,car,male,35 and over,Higher income,observed_bad,0,Simon,18376,AL,Port Kylebury,AL-107755,0.5644350407116451,0.4355649592883549,0.632726792179307,0.36727320782069295,0.6708617296677805,0.3291382703322196
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,13619.0,0.221365639,2180.7798653829714,9.0,0.0,8.0,0.0,male,rent,2,little,moderate,furniture/equipment,male,35 and over,Higher income,observed_good,1,Lynch,87607,RI,South Jill,RI-202169,0.545716494026807,0.454283505973193,0.5621076156194572,0.4378923843805428,0.5846930953839904,0.4153069046160097
give_me_some_credit,gmsc_observed_behavior_enriched_context,51,1767.0,0.713235294,8679.5206728327,52.0,3.0,9.0,1.0,female,free,1,little,little,car,female,35 and over,Lower income,observed_bad,0,Prince,18772,SD,Walkerview,SD-142525,0.5393021886650919,0.46069781133490806,0.2903001249790417,0.7096998750209583,0.30419043191677614,0.6958095680832239
give_me_some_credit,gmsc_observed_behavior_enriched_context,30,5000.0,0.198160368,3149.9941785360584,22.0,0.0,10.0,1.0,female,own,2,little,rich,furniture/equipment,female,Under 35,Higher income,observed_good,1,Singleton,60541,GA,Richardmouth,GA-365938,0.45707426720370714,0.5429257327962929,0.5398404936763044,0.4601595063236956,0.4741592739746771,0.5258407260253228
give_me_some_credit,gmsc_observed_behavior_enriched_context,57,5750.0,0.027125717,1277.022937136097,12.0,0.0,1.0,1.0,male,own,1,little,moderate,radio/TV,male,35 and over,Higher income,observed_good,1,Roberson,87085,NV,Lake Colleenton,NV-786025,0.7144376393425698,0.28556236065743024,0.7076056403996718,0.2923943596003282,0.8468090209164199,0.15319097908358012
give_me_some_credit,gmsc_observed_behavior_enriched_context,67,4800.0,0.365132264,3106.7992424114564,21.0,0.0,10.0,0.0,male,own,2,moderate,moderate,car,male,35 and over,Lower income,observed_good,1,Wilkins,00589,MI,Vargasport,MI-259544,0.5444479938966846,0.45555200610331537,0.4688554670814525,0.5311445329185476,0.4906245882835699,0.5093754117164301
give_me_some_credit,gmsc_observed_behavior_enriched_context,47,9987.0,0.537244694,2783.292245612264,23.0,3.0,16.0,2.0,male,own,1,little,unknown,car,male,35 and over,Higher income,observed_bad,0,Evans,98317,VA,Lake Michael,VA-988466,0.36965331173997307,0.6303466882600269,0.3208769762813887,0.6791230237186112,0.20189734542336618,0.7981026545766339
give_me_some_credit,gmsc_observed_behavior_enriched_context,30,3056.0,0.298331698,1828.9200643317522,24.0,0.0,4.0,1.0,male,rent,3,moderate,unknown,radio/TV,male,Under 35,Lower income,observed_good,1,Fernandez,23138,IL,East Alexis,IL-342587,0.6038310358143733,0.39616896418562675,0.41168552809261505,0.588314471907385,0.493356094917852,0.506643905082148
give_me_some_credit,gmsc_observed_behavior_enriched_context,48,5400.0,5.0,7574.279513429984,37.0,0.0,7.0,0.0,male,rent,3,little,moderate,car,male,35 and over,Higher income,good_watch,1,Fowler,44140,SC,East Colleenmouth,SC-140392,0.5792096805259782,0.4207903194740218,0.7510839841633759,0.24891601583662415,0.7913203965807193,0.20867960341928074
give_me_some_credit,gmsc_observed_behavior_enriched_context,35,8920.0,0.258715391,521.3374177829553,5.0,0.0,9.0,0.0,female,own,0,little,unknown,car,female,35 and over,Higher income,observed_good,1,Solomon,17564,WA,North Thomas,WA-401943,0.46325450317619243,0.5367454968238076,0.46962392014461957,0.5303760798553805,0.4109763766068902,0.5890236233931098
give_me_some_credit,gmsc_observed_behavior_enriched_context,75,5400.0,5.0,7281.8996278779805,27.0,0.0,5.0,0.0,male,own,3,unknown,unknown,car,male,35 and over,Higher income,good_watch,1,Hayes,89300,FL,Valenzuelabury,FL-773263,0.5140428684378856,0.4859571315621144,0.7151721650505991,0.2848278349494009,0.7080217881791275,0.29197821182087247
give_me_some_credit,gmsc_observed_behavior_enriched_context,45,5366.0,0.163592323,2425.308586091806,36.0,0.0,8.0,2.0,male,own,2,little,moderate,radio/TV,male,35 and over,Higher income,observed_good,1,Miller,90045,PW,Ashleyberg,PW-195986,0.3285380933540214,0.6714619066459786,0.5422853637455853,0.45771463625441466,0.3460863467694121,0.6539136532305879
give_me_some_credit,gmsc_observed_behavior_enriched_context,45,5400.0,5.0,7428.746164910225,12.0,0.0,6.0,0.0,male,own,1,little,unknown,car,male,35 and over,Higher income,good_watch,1,Smith,48864,MT,Robertville,MT-164675,0.34531559377343246,0.6546844062265675,0.4804172851137697,0.5195827148862303,0.30808349845901273,0.6919165015409872
give_me_some_credit,gmsc_observed_behavior_enriched_context,63,4132.0,0.3075248,4861.107387380467,19.0,0.0,5.0,1.0,male,own,2,little,unknown,furniture/equipment,male,35 and over,Lower income,observed_good,1,Murphy,83750,RI,Lake Margaret,RI-864408,0.7047519220497481,0.2952480779502519,0.7961513458400036,0.20384865415999642,0.8948635695811452,0.10513643041885475
give_me_some_credit,gmsc_observed_behavior_enriched_context,35,4700.0,0.069559668,5937.799356391924,19.0,3.0,3.0,2.0,male,own,2,little,moderate,furniture/equipment,male,35 and over,Lower income,good_watch,1,Carpenter,88055,TX,North Kristenmouth,TX-632918,0.48144973969006133,0.5185502603099387,0.49540584345091365,0.5045941565490863,0.45421828579760015,0.5457817142023998
give_me_some_credit,gmsc_observed_behavior_enriched_context,52,8112.0,0.231110563,752.9899417588229,14.0,0.0,13.0,2.0,male,own,1,little,little,furniture/equipment,male,35 and over,Higher income,observed_good,1,Evans,93141,NV,Torresland,NV-408920,0.6365620427552209,0.3634379572447791,0.5101117016674613,0.48988829833253866,0.6247822465075088,0.3752177534924912
give_me_some_credit,gmsc_observed_behavior_enriched_context,85,5400.0,5.0,9452.067458410453,39.0,0.0,22.0,0.0,male,free,3,little,moderate,car,male,35 and over,Higher income,good_watch,1,Sheppard,35127,VI,Hermanchester,VI-780466,0.37969667267595386,0.6203033273240461,0.5952726415655935,0.40472735843440655,0.45114166059014027,0.5488583394098597
give_me_some_credit,gmsc_observed_behavior_enriched_context,71,5400.0,5.0,11269.653991138919,36.0,0.0,7.0,0.0,male,own,2,little,unknown,car,male,35 and over,Higher income,good_watch,1,Schaefer,82539,IL,North Justin,IL-859892,0.43531417046317344,0.5646858295368266,0.5051880050893427,0.4948119949106573,0.4181243921743497,0.5818756078256503
give_me_some_credit,gmsc_observed_behavior_enriched_context,57,6083.0,0.316239316,2176.4083503115708,14.0,0.0,8.0,0.0,female,own,1,little,unknown,radio/TV,female,35 and over,Higher income,observed_good,1,Cochran,14041,CO,Jessicahaven,CO-423283,0.5278640946881716,0.47213590531182836,0.5533805376948124,0.44661946230518756,0.5584520149422105,0.44154798505778947
give_me_some_credit,gmsc_observed_behavior_enriched_context,45,2300.0,1.464580617,7562.3589067768635,48.0,0.0,13.0,2.0,male,free,3,little,little,education,male,35 and over,Lower income,good_watch,1,Tyler,14993,MH,Erinhaven,MH-605062,0.5297498964301367,0.4702501035698633,0.5935122133409096,0.40648778665909036,0.600276005345605,0.399723994654395
give_me_some_credit,gmsc_observed_behavior_enriched_context,57,11500.0,0.209025302,2762.062549716433,13.0,0.0,8.0,2.0,male,own,1,rich,unknown,radio/TV,male,35 and over,Higher income,observed_good,1,Norton,98280,CT,Timothyland,CT-109841,0.5937667171989379,0.4062332828010621,0.5982631970967657,0.4017368029032343,0.6652465869659625,0.33475341303403755
give_me_some_credit,gmsc_observed_behavior_enriched_context,52,4500.0,0.564763386,1767.3129173947304,13.0,0.0,11.0,1.0,male,own,1,unknown,little,furniture/equipment,male,35 and over,Lower income,observed_good,1,Harris,88049,DC,Davidsonshire,DC-375518,0.5386367434070193,0.4613632565929807,0.46600275729568347,0.5339972427043165,0.48191479477667204,0.5180852052233279
give_me_some_credit,gmsc_observed_behavior_enriched_context,56,8785.0,0.211245163,2804.3049809775225,23.0,0.0,7.0,1.0,male,free,2,unknown,little,car,male,35 and over,Higher income,observed_good,1,Crawford,08640,WV,South Tamara,WV-635669,0.5192328035993392,0.4807671964006608,0.34051204727381723,0.6594879527261828,0.3373618508797812,0.6626381491202189
give_me_some_credit,gmsc_observed_behavior_enriched_context,32,3750.0,0.005065316,1365.5420133497764,22.0,2.0,3.0,2.0,male,own,3,little,little,radio/TV,male,Under 35,Lower income,observed_bad,0,Russo,98861,DE,South Ericafurt,DE-277390,0.471995617182511,0.528004382817489,0.44013746364099315,0.5598625363590068,0.39084349000280433,0.6091565099971957
give_me_some_credit,gmsc_observed_behavior_enriched_context,55,5667.0,0.560515173,6470.036432057668,24.0,3.0,17.0,0.0,male,own,1,little,unknown,car,male,35 and over,Higher income,good_watch,1,Mills,48729,OR,Lake Megan,OR-992119,0.42059973440699994,0.5794002655930001,0.4507196238309602,0.5492803761690398,0.35226351972653946,0.6477364802734606
give_me_some_credit,gmsc_observed_behavior_enriched_context,76,6800.0,0.498456109,1005.1506284655926,22.0,0.0,10.0,0.0,female,own,1,quite rich,rich,radio/TV,female,35 and over,Higher income,observed_good,1,Myers,47042,VA,Nicholsland,VA-974027,0.6002701289732499,0.39972987102675006,0.49511580355707085,0.5048841964429291,0.5734703633184517,0.4265296366815483
give_me_some_credit,gmsc_observed_behavior_enriched_context,67,5400.0,5.0,7754.737302585566,45.0,1.0,19.0,0.0,female,own,1,little,little,car,female,35 and over,Higher income,good_watch,1,Mills,97345,MS,Elizabethstad,MS-331855,0.6167309106129881,0.3832690893870119,0.3621900295921604,0.6378099704078396,0.4548223377794663,0.5451776622205337
give_me_some_credit,gmsc_observed_behavior_enriched_context,46,6500.0,0.48515613,6794.221527801402,35.0,2.0,17.0,1.0,male,own,3,little,unknown,car,male,35 and over,Higher income,good_watch,1,Miller,54303,MI,Donnaland,MI-456726,0.43612970452558164,0.5638702954744184,0.3641640927457134,0.6358359072542866,0.2879729238707247,0.7120270761292753
give_me_some_credit,gmsc_observed_behavior_enriched_context,57,5400.0,5.0,10489.582145890881,31.0,0.0,8.0,0.0,male,free,3,little,little,car,male,35 and over,Higher income,good_watch,1,Barber,23823,NE,Matthewmouth,NE-270541,0.4295920897993052,0.5704079102006948,0.4024086340721288,0.5975913659278712,0.31648263728833337,0.6835173627116665
give_me_some_credit,gmsc_observed_behavior_enriched_context,50,5400.0,5.0,4921.067882140512,51.0,0.0,7.0,0.0,male,own,2,unknown,moderate,radio/TV,male,35 and over,Higher income,good_watch,1,Little,86136,MD,North Juliantown,MD-553554,0.5052226857577908,0.49477731424220917,0.5865139598004538,0.41348604019954616,0.5694077648176181,0.4305922351823819
